,course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
442,Antibiotic Stewardship,Stanford University,Course,1 - 3 Months,4.6,445,Advanced,https://www.coursera.org/learn/antibiotic-stewardship,"49,145",[]
71,Análisis de Datos de Google,Google,Professional Certificate,3 - 6 Months,4.8,6.2k,Beginner,https://www.coursera.org/professional-certificates/analisis-de-datos-de-google,"81,970","['Determinación del tamaño de la muestra', 'Limpieza de datos', 'Integridad de datos', 'Hoja de cálculo', 'SQL', 'Visualización de Datos (DataViz)', 'Tableau Software', 'presentación', 'análisis de datos', 'Visualización de Datos (DataViz)', 'Limpieza de datos', 'Hoja de cálculo', 'análisis de datos', 'SQL', 'Visualización de Datos (DataViz)', 'Limpieza de datos', 'Portfolio de trabajo', 'análisis de datos', 'Caso práctico', 'Cuestionamiento', 'Resolución de problemas', 'Toma de decisiones', 'Hoja de cálculo', 'análisis de datos', 'Hoja de cálculo', 'análisis de datos', 'SQL', 'Cálculos en torno a los datos', 'Agregación de datos', 'Recopilación de datos', 'Metadatos', 'Hoja de cálculo', '_tica de datos', 'SQL', 'Visualización de Datos (DataViz)', 'Programación en R', 'análisis de datos', 'R Markdown', 'Rstudio']"
777,Applied Computational Fluid Dynamics,Siemens,Course,1 - 3 Months,4.8,60,Intermediate,https://www.coursera.org/learn/applied-computational-fluid-dynamics,"8,410",[]
19,Applied Data Science,IBM,Specialization,3 - 6 Months,4.6,48k,Beginner,https://www.coursera.org/specializations/applied-data-science,"14,327","['Predictive Modelling', 'Python Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Model Selection', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Dashboards and Charts', 'dash', 'Python Programming', 'Matplotlib', 'Data Visualization (DataViz)', 'Methodology', 'Github', 'Jupyter Notebook', 'Data Science Methodology', 'K-Means Clustering', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Jupyter notebooks']"
839,Applied Data Science Capstone,IBM,Course,1 - 3 Months,4.7,6.8k,Intermediate,https://www.coursera.org/learn/applied-data-science-capstone,"143,233",[]
206,Applied Data Science with Python,University of Michigan,Specialization,3 - 6 Months,4.5,33.4k,Intermediate,https://www.coursera.org/specializations/data-science-python,"390,986","['Natural Language Toolkit (NLTK)', 'Text Mining', 'Python Programming', 'Natural Language Processing', 'Graph Theory', 'Network Analysis', 'Python Programming', 'Social Network Analysis', 'Python Programming', 'Machine Learning (ML) Algorithms', 'Machine Learning', 'Scikit-Learn', 'Python Programming', 'Numpy', 'Pandas', 'Data Cleansing', 'Python Programming', 'Data Virtualization', 'Data Visualization (DataViz)', 'Matplotlib']"
157,Applied Data Science with R,IBM,Specialization,3 - 6 Months,4.5,779,Beginner,https://www.coursera.org/specializations/applied-data-science-r,"3,036","['Shiny Dashboards', 'Data Analysis and Modelling', 'R Programmin Language', 'Data Visualization (DataViz)', 'SQL & RDBMS', 'Data Science', 'R Programming', 'Data Visualization (DataViz)', 'Linear Regression', 'Exploratory Data Analysis', 'Data Science', 'R Programming', 'Data Science', 'Statistical Analysis', 'R Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Data Science', 'Data Analysis', 'Data Visualization (DataViz)', 'R Programming', 'Data Science', 'Select (Sql)', 'Relational Databases (RDBMS)', 'R Programming', 'Data Analysis']"
24,Applied Software Engineering Fundamentals,IBM,Specialization,3 - 6 Months,4.6,35.5k,Beginner,https://www.coursera.org/specializations/software-engineering-fundamentals,"4,452","['Computer Programming', 'Programming Principles', 'Software Engineering', 'Python Programming', 'Data Analysis', 'Software Architecture', 'Data Structures', 'Leadership and Management', 'Artificial Intelligence (AI)', 'Web Application', 'Python Programming', 'Application development', 'Flask', 'Linux', 'Bash (Unix Shell)', 'Extract Transform and Load (ETL)', 'Linux Commands', 'Shell Script', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'open source', 'Cloning and forking', 'Github', 'Git (Software)', 'Distributed Version Control Systems (DVCS)', 'Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum']"
91,Architecting with Google Compute Engine,Google Cloud,Specialization,3 - 6 Months,4.7,56.6k,Intermediate,https://www.coursera.org/specializations/gcp-architecture,"78,392","['Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google Cloud Platform', 'Load Balancing', 'Virtual Private Network (VPN)', 'Autoscaling', 'Debugging', 'Cloud Storage', 'Data Store', 'Disaster Recovery', 'Site Reliability Engineering', 'Cloud Computing', 'Google App Engine (GAE)', 'Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling', 'Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google Cloud Platform', 'Disaster Recovery', 'Site Reliability Engineering', 'Google Cloud Platform', 'Cloud Computing', 'Debugging', 'Cloud Storage', 'Data Store', 'Google Cloud Platform', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
103,Architecting with Google Kubernetes Engine,Google Cloud,Specialization,3 - 6 Months,4.7,48.7k,Beginner,https://www.coursera.org/specializations/architecting-google-kubernetes-engine,"54,075","['Cloud Computing', 'Google Cloud Platform', 'Software As A Service', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
123,Arizona State University TESOL,Arizona State University,Professional Certificate,3 - 6 Months,4.9,17.9k,Beginner,https://www.coursera.org/professional-certificates/arizona-state-university-tesol,"54,621","['EFL', 'English Language', 'TESOL', 'ESL', 'English language teaching', 'Teaching', 'English Language', 'Lesson Plan', 'Plan', 'Teaching', 'English Language', 'Lesson Plan', 'Speech']"
884,Arm Cortex-M Architecture and Software Development,Arm,Specialization,3 - 6 Months,4.7,81,Intermediate,https://www.coursera.org/specializations/cortex-m-architecture-and-software-development,"2,728",[]
214,Artificial Intelligence in Marketing,University of Virginia,Course,1 - 4 Weeks,4.5,141,Beginner,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,"20,883","['Business Model', 'Digital Marketing', 'Network Effects', 'Marketing Strategy', 'Customer Engagement']"
758,Artificial Intelligence: an Overview,Politecnico di Milano,Specialization,3 - 6 Months,4.5,167,Beginner,https://www.coursera.org/specializations/artificial-intelligence-overview,"2,841",[]
741,Arts and Heritage Management,Universit_ Bocconi,Course,1 - 3 Months,4.8,1.3k,Mixed,https://www.coursera.org/learn/arts-heritage,"35,203","['Leadership and Management', 'Marketing', 'Brand Management', 'Culture']"
70,Ask Questions to Make Data-Driven Decisions,Google,Course,1 - 4 Weeks,4.7,28.2k,Beginner,https://www.coursera.org/learn/ask-questions-make-decisions,"846,908",[]
853,Aspectos básicos de la asistencia técnica,Google,Course,1 - 3 Months,4.9,10.5k,Beginner,https://www.coursera.org/learn/asistencia-tecnica,"109,135","['Linux', 'Código binario', 'Solución de problemas', 'Soporte al cliente']"
547,Aspectos básicos del diseño de la experiencia del usuario,Google,Course,1 - 4 Weeks,4.9,2.4k,Beginner,https://www.coursera.org/learn/aspectos-basicos-del-diseno-de-la-experiencia-del-usuario-ux,"51,176",[]
393,"Aspectos básicos: Datos, datos, en todas partes",Google,Course,1 - 3 Months,4.8,4.6k,Beginner,https://www.coursera.org/learn/aspectos-basicos-datos-datos-en-todas-partes,"91,591",[]
408,Assess for Success: Marketing Analytics and Measurement,Google,Course,1 - 4 Weeks,4.6,992,Beginner,https://www.coursera.org/learn/assess-for-success,"85,402",[]
548,Assets in Accounting,Intuit,Course,1 - 4 Weeks,4.4,802,Beginner,https://www.coursera.org/learn/accounting-assets,"36,614","['Accounts receivable and cash receipts', 'Inventory costing methods', 'PP&E Accounting', 'Asset Accounting', 'Depreciation']"
150,"Assets, Threats, and Vulnerabilities",Google,Course,1 - 4 Weeks,4.8,798,Beginner,https://www.coursera.org/learn/assets-threats-and-vulnerabilities,"60,712",[]
124,Attract and Engage Customers with Digital Marketing,Google,Course,1 - 4 Weeks,4.8,3.9k,Beginner,https://www.coursera.org/learn/attract-and-engage-customers,"184,580","['Website Structure', 'Customer Awareness', 'Google', 'Search Engine Marketing', 'Search Engine Optimization (SEO)']"
333,Auditing I: Conceptual Foundations of Auditing,University of Illinois at Urbana-Champaign,Course,1 - 3 Months,4.7,516,Intermediate,https://www.coursera.org/learn/auditing-part1-conceptual-foundations,"44,404",[]
925,Autodesk CAD/CAM for Manufacturing,Autodesk,Specialization,3 - 6 Months,4.8,952,Intermediate,https://www.coursera.org/specializations/autodesk-cad-cam-manufacturing,"16,599","['Autodesk', 'Computer-Aided Design (CAD)', 'Computer-Aided Manufacturing', 'Mechanical Engineering', 'Manufacturing Processes', 'Manufacturing Process Management', 'Computer-Aided Design (CAD)', 'Computer-Aided Manufacturing', 'Autodesk Fusion 360', 'Mechanical Engineering', 'Manufacturing Process Management', 'Computer-Aided Design (CAD)', 'Computer-Aided Manufacturing', 'Autodesk Fusion 360', 'Mechanical Engineering', 'Manufacturing Process Management', 'Manufacturing process', 'Computer-Aided Manufacturing', 'Autodesk Fusion 360', 'Mechanical Engineering', 'Computer-aided manufaturing', 'Engineering', 'Manufacturing process', 'Autodesk Fusion 360', 'Mechanical Engineering']"
526,Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,Specialization,3 - 6 Months,4.8,4.7k,Intermediate,https://www.coursera.org/specializations/autodesk-cad-cam-cae-mechanical-engineering,"54,028","['Computer-Aided Engineering (CAE)', 'Manufacturing Process Management', 'Computed Aided Design', 'Computer-Aided Manufacturing', 'Mechanical Engineering', 'Autodesk', 'Engineering', 'Fusion 360', 'Computer-Aided Design (CAD)', 'Modeling', 'Simulation', 'Engineering Design', 'Design for manufacturing', 'CAM', 'Autodesk', 'Manufacturing Process Management', 'Engineering', 'Fusion 360', 'Mechanical Engineering', 'Autodesk', 'Computer-Aided Design (CAD)', 'Fusion 360', 'Mechanical Engineering', 'Modeling', 'Autodesk', 'Simulation', 'Fusion 360', 'Engineering Design', 'Mechanical Engineering', 'Computer-Aided Design (CAD)', 'Computer-Aided Manufacturing', 'Design for manufacturing', 'CAM', 'Mechanical Engineering']"
661,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk,Course,1 - 4 Weeks,4.7,2.5k,Advanced,https://www.coursera.org/learn/autodesk-autocad-design-drafting,"149,013",[]
799,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,Course,1 - 4 Weeks,4.7,911,Advanced,https://www.coursera.org/learn/autodesk-revit-architectural-design,"68,076",[]
226,Automate Cybersecurity Tasks with Python,Google,Course,1 - 4 Weeks,4.8,612,Beginner,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,"51,092",[]
43,"BI Foundations with SQL, ETL and Data Warehousing",IBM,Specialization,3 - 6 Months,4.6,19.4k,Beginner,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"5,858","['Linux', 'Bash (Unix Shell)', 'Extract Transform and Load (ETL)', 'Linux Commands', 'Shell Script', 'Cloud Databases', 'Python Programming', 'Jupyter notebooks', 'Relational Database Management System (RDBMS)', 'SQL', 'Apache Airflow', 'Apache Kafka', 'Data Pipelines', 'Extract Transform and Load (ETL)', 'Data Engineer', 'Data Warehousing', 'Cube and Rollup', 'Business Intelligence (BI)', 'Star and Snowflake Schema', 'cognos analytics']"
941,BIM Fundamentals for Engineers,National Taiwan University,Course,1 - 3 Months,4.7,1.6k,Beginner,https://www.coursera.org/learn/bim-fundamentals,"72,838","['Construction Management', 'Mechanical Engineering', 'Beam Robotics', 'Civil Engineering']"
960,Bases de la gestion de projet,Google,Course,1 - 4 Weeks,4.5,100,Beginner,https://www.coursera.org/learn/bases-de-la-gestion-de-projet,"6,962","['Gestion du changement', 'Gestion de projets', 'Réflexion stratégique', 'Culture organisationnelle', 'Perfectionnement professionnel']"
803,Battery Technologies,Arizona State University,Specialization,3 - 6 Months,4.6,28,Beginner,https://www.coursera.org/specializations/battery-technologies,,"['battery management systems', 'Electric Vehicles', 'battery types', 'battery charging', 'battery management systems', 'Electric Vehicles', 'battery types', 'battery charging', 'battery management systems', 'Electric Vehicles', 'battery types', 'battery charging', 'battery management systems', 'Electric Vehicles', 'battery types', 'battery charging', 'battery management systems', 'Electric Vehicles', 'battery types', 'battery charging']"
496,Bayesian Statistics,"University of California, Santa Cruz",Specialization,3 - 6 Months,4.6,3.4k,Intermediate,https://www.coursera.org/specializations/bayesian-statistics,"8,814","['Probability & Statistics', 'Bayesian Statistics', 'Probability Distribution', 'General Statistics', 'Statistical Programming', 'Regression', 'Machine Learning', 'Bayesian Statistics', 'Forecasting', 'Dynamic Linear Modeling', 'Time Series', 'R Programming', 'Gibbs Sampling', 'Bayesian Statistics', 'Bayesian Inference', 'R Programming', 'Statistics', 'Bayesian Statistics', 'Bayesian Inference', 'R Programming', 'Markov Model', 'Bayesian Statistics', 'Mixture Model', 'R Programming']"
80,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Course,1 - 3 Months,4.6,184,Mixed,https://www.coursera.org/learn/google-cbrs-cpi-training,"3,031",[]
629,Become a Journalist: Report the News!,Michigan State University,Specialization,3 - 6 Months,4.7,1.6k,Beginner,https://www.coursera.org/specializations/become-a-journalist,"25,384",[]
639,Become an EMT,University of Colorado System,Specialization,3 - 6 Months,4.8,2.3k,Beginner,https://www.coursera.org/specializations/become-an-emt,"35,213","['Dentures', 'Foams', 'Toe', 'Decontamination', 'infant', 'ingestion', 'listening', 'emergency']"
873,Beer Quality,"University of California, Davis",Specialization,3 - 6 Months,4.3,12,Intermediate,https://www.coursera.org/specializations/beer-quality-1,,"['Foam physics', 'Foam measurement', 'Foam chemistry', 'Foam production', 'Beer Quality Program', 'Beer Quality', 'Beer Quality Systems', 'Raw Materials and Processes', 'Beer Quality Program', 'Beer Quality', 'Beer Quality Systems', 'Raw Materials and Processes', 'Foam physics', 'Foam measurement', 'Foam chemistry', 'Foam production']"
457,Behavioral Finance,Duke University,Course,1 - 4 Weeks,4.4,3.8k,Beginner,https://www.coursera.org/learn/duke-behavioral-finance,"140,969",[]
638,Big Data,University of California San Diego,Specialization,3 - 6 Months,4.5,13.6k,Beginner,https://www.coursera.org/specializations/big-data,"127,434","['Data Analysis', 'Big Data', 'Data Management', 'Databases', 'Machine Learning', 'Data Analysis Software', 'Data Structures', 'SQL', 'Data Visualization', 'Distributed Computing Architecture', 'Graph Theory', 'Probability & Statistics', 'Graph Theory', 'Neo4j', 'Analytics', 'Graph Database', 'Big Data', 'Neo4j', 'Knime', 'Splunk', 'Big Data', 'Apache Hadoop', 'Mapreduce', 'Cloudera', 'Machine Learning Concepts', 'Knime', 'Machine Learning', 'Apache Spark', 'Big Data', 'Mongodb', 'Splunk', 'Apache Spark', 'Data Model', 'Big Data', 'Data Modeling', 'Data Management']"
407,Bioinformatics,University of California San Diego,Specialization,3 - 6 Months,4.3,1.2k,Beginner,https://www.coursera.org/specializations/bioinformatics,"59,921","['Bioinformatics', 'Graph Theory', 'Bioinformatics Algorithms', 'Python Programming', 'Algorithms', 'Python Programming', 'Whole Genome Sequencing', 'Dynamic Programming', 'Bioinformatics', 'Bioinformatics Algorithms', 'Algorithms', 'Python Programming']"
662,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,Course,1 - 4 Weeks,4.2,1.5k,Beginner,https://www.coursera.org/learn/bioinformatics,"166,775","['Algorithms', 'Bioinformatics', 'Computer Programming', 'Python Programming', 'Probability & Statistics']"
478,Biostatistics in Public Health,Johns Hopkins University,Specialization,3 - 6 Months,4.8,2.1k,Beginner,https://www.coursera.org/specializations/biostatistics-public-health,"35,323","['Statistics', 'Statistical Hypothesis Testing', 'variability', 'regression', 'Statistics', 'Normal Distribution', 'summary measures', 'binary data', 'Confidence Interval', 'Statistical Hypothesis Testing', 'p values', 'sampling', 'P-Value', 'Proportional Hazards Model', 'Confounding', 'regression', 'effect modifcation', 'Proportional Hazards Model', 'Regression Analysis', 'Spline approach']"
511,Blockchain,University at Buffalo,Specialization,3 - 6 Months,4.6,8.6k,Intermediate,https://www.coursera.org/specializations/blockchain,"108,257","['Ethereum', 'Cryptography', 'Blockchains', 'Bitcoin', 'Cryptocurrency', 'Blockchain', 'Solidity', 'Smart Contract', 'Remix IDE', 'MetaMask client', 'Blockchain', 'Decentralized Applications', 'Truffle IDE', 'Smart Contract', 'Hyperledger', 'Microsoft Azure', 'Blockchain Platforms', 'Grid+', 'Augur']"
570,Blockchain Revolution,INSEAD,Specialization,3 - 6 Months,4.7,2.9k,Beginner,https://www.coursera.org/specializations/blockchain-revolution-enterprise,"35,746",[]
965,Blockchain Revolution in Financial Services,INSEAD,Specialization,3 - 6 Months,4.7,918,Beginner,https://www.coursera.org/specializations/blockchain-financial-services,"15,380","['Collaborative Working Environment', 'Blockchain (Database)', 'Open Collaboration', 'Access Structure', 'Object Binding', 'Alcatel Business Communications', 'Centurylink', 'Base Address']"
220,Bookkeeping Basics,Intuit,Course,1 - 4 Weeks,4.6,3.9k,Beginner,https://www.coursera.org/learn/bookkeeping-basics,"126,887",[]
228,"Brand Management: Aligning Business, Brand and Behaviour",University of London,Course,1 - 3 Months,4.9,6.9k,Beginner,https://www.coursera.org/learn/brand,"406,750",[]
289,Branding: The Creative Journey,IE Business School,Specialization,3 - 6 Months,4.6,1.4k,Beginner,https://www.coursera.org/specializations/branding-the-creative-journey,"41,250","['Advertising', 'Logo', 'Brand', 'Brand Identity', 'Employment', 'Leadership', 'Management', 'Customer Experience']"
516,Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,Course,1 - 4 Weeks,4.7,1.8k,Intermediate,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,"57,436",[]
470,Build Dynamic User Interfaces (UI) for Websites,Google,Course,1 - 3 Months,4.8,2.6k,Beginner,https://www.coursera.org/learn/responsive-web-design-adobe-xd,"147,868","['Usability Testing', 'User Experience (UX)', 'Prototype', 'User Experience Design (UXD)']"
